tasks_assigned,tasks_completed,overdue_tasks,quality_score,teamwork_score,attendance_rate,feedback_text,skill_match_score,avg_rating,availability_score,project_similarity,final_rating
9,2,0,3.0,3.2,1.0,Very committed and reliable,0.72,4.8,0.34,0.87,3.03
11,6,2,2.2,4.4,0.67,Late submission and weak teamwork,0.64,4.9,0.91,0.83,3.45
7,5,1,4.8,4.8,0.86,Very committed and reliable,0.97,4.6,0.97,0.85,4.34
18,6,1,3.1,4.8,0.81,Good but not consistent,0.73,4.8,0.53,0.57,3.45
17,7,5,2.2,3.9,0.7,Good but not consistent,0.9,3.5,0.52,0.75,2.89
10,6,0,3.0,2.3,0.79,Outstanding contribution,1.0,4.7,0.48,0.45,3.29
8,1,3,3.8,4.6,0.8,Excellent performance and teamwork,0.63,4.3,0.88,0.88,3.13
16,7,8,3.8,3.4,0.96,Outstanding contribution,0.71,3.7,0.7,0.74,3.32
14,11,2,4.4,3.2,0.88,Outstanding contribution,0.74,4.7,0.65,0.82,4.08
18,8,3,4.9,4.6,0.89,Excellent performance and teamwork,0.62,3.5,0.74,0.58,3.71
16,7,1,2.7,4.1,0.76,Outstanding contribution,0.45,4.2,0.73,0.77,3.24
8,3,2,2.5,4.4,0.98,Needs improvement in deadlines,0.95,4.2,0.97,0.54,3.27
16,11,1,2.1,4.5,0.89,Excellent performance and teamwork,0.67,3.5,0.83,0.58,3.5
13,7,0,2.0,2.5,0.74,Late submission and weak teamwork,0.85,2.6,0.96,0.7,2.6
13,7,2,3.1,2.8,0.68,Outstanding contribution,0.77,3.3,0.47,0.68,2.99
6,6,0,3.7,3.5,0.65,Excellent performance and teamwork,0.7,3.5,0.74,0.61,3.97
15,8,2,4.7,2.6,0.77,Needs improvement in deadlines,0.42,3.9,0.42,0.98,3.43
6,0,5,2.3,4.5,0.78,Very committed and reliable,0.97,4.6,0.81,0.66,2.67
9,9,0,4.1,4.5,0.75,Late submission and weak teamwork,0.65,3.8,0.65,0.62,4.35
15,12,0,2.8,2.2,0.7,Needs improvement in deadlines,0.74,3.6,0.83,0.51,3.27
16,14,0,3.7,4.0,0.78,Outstanding contribution,0.44,3.5,0.53,0.87,3.94
16,14,0,3.7,4.1,0.82,Late submission and weak teamwork,1.0,2.6,0.58,0.81,3.8
12,4,7,2.8,4.9,0.99,Very committed and reliable,0.75,2.7,0.53,0.87,3.08
18,7,11,2.4,3.0,0.67,Excellent performance and teamwork,0.97,2.8,0.88,0.5,2.56
10,1,5,4.0,3.8,0.93,Excellent performance and teamwork,0.43,2.7,0.87,0.42,2.71
14,12,0,3.2,3.8,0.76,Needs improvement in deadlines,0.76,4.6,0.52,0.98,3.99
11,9,1,2.3,4.7,0.83,Very committed and reliable,0.49,4.1,0.99,0.45,3.86
15,8,5,3.9,4.9,0.87,Very committed and reliable,0.61,5.0,0.41,0.44,4.0
6,1,4,2.5,2.2,0.92,Needs improvement in deadlines,0.89,5.0,0.93,0.74,2.65
6,0,2,2.4,3.1,0.98,Late submission and weak teamwork,0.96,2.9,0.71,0.41,2.17
12,8,3,3.7,2.8,0.94,Late submission and weak teamwork,0.59,4.6,0.76,0.63,3.69
12,2,6,4.9,2.3,0.95,Late submission and weak teamwork,0.87,3.3,0.51,0.83,2.83
13,8,1,3.7,4.1,0.76,Outstanding contribution,0.73,4.0,0.86,0.59,3.66
6,5,1,4.8,3.2,0.85,Excellent performance and teamwork,0.95,4.0,0.49,0.78,4.08
14,6,8,2.3,3.3,0.77,Good but not consistent,0.7,3.6,0.77,0.94,2.87
14,4,9,3.3,3.0,0.85,Needs improvement in deadlines,0.5,4.3,0.33,0.71,2.97
11,3,7,4.6,4.0,0.79,Needs improvement in deadlines,0.71,3.4,0.36,0.8,3.2
20,5,11,3.7,2.0,0.8,Needs improvement in deadlines,0.5,4.7,0.43,0.65,2.86
19,4,2,4.4,3.4,0.99,Very committed and reliable,0.9,2.6,0.53,0.6,2.89
16,3,2,4.2,2.5,0.8,Good but not consistent,0.63,2.7,0.31,0.4,2.56
9,3,4,4.7,2.6,0.94,Late submission and weak teamwork,0.75,3.7,0.64,0.44,3.17
17,4,8,3.3,3.2,0.94,Excellent performance and teamwork,0.61,4.8,0.85,0.8,3.08
7,1,2,3.5,4.9,0.82,Excellent performance and teamwork,0.62,4.1,0.97,0.51,3.12
9,9,0,2.7,4.3,0.74,Late submission and weak teamwork,0.49,3.8,0.48,0.84,4.03
13,1,0,4.4,5.0,1.0,Excellent performance and teamwork,0.78,4.9,0.45,0.91,3.48
10,7,1,2.2,4.7,0.88,Excellent performance and teamwork,0.47,4.2,0.57,0.6,3.71
14,6,4,3.0,2.2,0.7,Outstanding contribution,0.63,3.9,0.52,0.67,2.81
12,6,0,3.9,3.9,0.93,Excellent performance and teamwork,0.78,3.2,0.63,0.4,3.42
9,2,7,3.8,3.4,0.88,Excellent performance and teamwork,0.98,3.8,0.76,0.65,2.97
5,1,0,3.0,3.8,0.96,Excellent performance and teamwork,0.45,3.8,0.4,0.49,2.9
8,7,0,4.6,3.3,0.66,Good but not consistent,0.77,4.0,0.41,0.59,4.02
5,3,2,4.2,4.0,0.92,Outstanding contribution,0.86,3.2,0.77,0.56,3.64
14,3,0,4.5,4.9,0.8,Outstanding contribution,1.0,3.1,0.57,0.59,3.22
8,6,0,3.4,3.0,0.69,Late submission and weak teamwork,0.74,3.6,0.65,0.69,3.47
20,1,7,4.6,3.0,0.67,Good but not consistent,0.99,3.2,0.6,0.75,2.57
10,2,4,2.1,3.0,0.79,Outstanding contribution,0.83,4.1,0.66,0.82,2.54
20,8,10,3.1,3.3,0.98,Excellent performance and teamwork,0.47,3.2,0.56,0.67,3.01
14,4,0,4.9,3.4,0.84,Very committed and reliable,0.9,2.6,0.87,0.98,3.03
7,4,2,4.6,2.6,0.63,Late submission and weak teamwork,0.41,2.8,0.45,0.97,3.17
9,8,0,4.4,4.2,0.69,Excellent performance and teamwork,0.76,3.9,0.69,0.54,4.18
9,3,6,2.4,2.3,0.69,Needs improvement in deadlines,0.97,3.4,0.55,0.45,2.46
12,5,1,3.2,2.5,0.67,Excellent performance and teamwork,0.82,3.6,0.98,0.62,2.82
15,14,1,4.4,3.8,0.89,Good but not consistent,0.95,3.9,0.63,0.63,4.27
8,3,4,4.6,3.6,0.7,Late submission and weak teamwork,0.77,4.6,0.79,0.82,3.47
9,4,0,2.4,2.8,0.6,Excellent performance and teamwork,0.41,4.2,0.5,0.42,2.85
8,3,3,4.0,3.3,0.95,Very committed and reliable,0.46,3.0,0.47,0.89,3.1
19,15,2,3.4,4.7,0.86,Good but not consistent,0.61,3.1,0.4,0.49,3.85
8,8,0,2.5,4.5,0.93,Good but not consistent,0.56,4.1,0.49,0.99,4.19
9,6,2,3.5,4.5,0.91,Very committed and reliable,0.53,2.8,0.36,0.97,3.62
19,2,8,3.3,3.6,0.79,Outstanding contribution,0.82,4.4,0.72,0.55,2.81
10,0,2,4.9,3.9,0.84,Late submission and weak teamwork,0.94,3.3,0.98,0.64,2.84
7,0,3,3.1,4.7,0.81,Outstanding contribution,0.44,4.7,0.34,0.74,2.91
17,13,2,3.3,4.9,0.77,Very committed and reliable,0.4,3.3,0.57,0.75,3.83
7,4,2,2.3,3.1,0.88,Very committed and reliable,0.63,2.6,0.73,0.65,2.9
5,5,0,2.0,4.8,0.8,Good but not consistent,0.99,2.6,0.73,0.42,3.78
8,8,0,4.3,3.5,0.74,Needs improvement in deadlines,0.5,4.7,0.72,0.67,4.37
13,6,5,3.2,2.9,0.96,Late submission and weak teamwork,0.71,3.4,0.47,0.67,3.07
12,8,1,3.7,2.5,0.69,Very committed and reliable,0.57,2.7,0.73,0.91,3.12
20,12,6,4.7,4.7,0.8,Late submission and weak teamwork,0.83,2.7,0.79,0.66,3.72
13,8,4,4.5,2.1,0.85,Very committed and reliable,0.64,3.4,0.72,0.9,3.35
15,1,3,3.3,3.3,0.76,Good but not consistent,0.42,4.3,0.68,0.78,2.66
15,12,1,4.4,2.1,0.7,Needs improvement in deadlines,0.44,4.7,0.35,0.45,3.79
15,4,10,4.0,4.7,0.96,Needs improvement in deadlines,0.43,4.1,0.64,0.81,3.44
11,0,6,4.5,3.5,0.76,Very committed and reliable,0.45,3.1,0.42,0.51,2.6
16,10,3,2.5,2.2,0.92,Outstanding contribution,0.65,3.6,0.61,0.8,3.06
14,3,8,4.9,4.3,0.86,Outstanding contribution,0.95,3.2,0.88,0.72,3.23
5,4,0,3.7,2.5,0.62,Excellent performance and teamwork,0.74,4.7,0.8,0.46,3.69
11,2,7,3.7,4.4,0.83,Good but not consistent,0.4,4.9,0.71,0.6,3.29
13,5,6,5.0,2.2,0.6,Excellent performance and teamwork,0.86,4.0,0.43,0.71,3.12
18,17,1,2.7,4.3,0.69,Outstanding contribution,0.48,4.8,0.73,0.66,4.12
18,4,1,4.9,3.4,0.72,Late submission and weak teamwork,0.78,4.8,0.36,0.77,3.31
19,1,6,4.1,3.6,0.93,Very committed and reliable,0.9,2.5,0.75,0.66,2.58
7,4,3,3.1,3.9,0.88,Late submission and weak teamwork,0.98,2.5,0.86,0.53,3.2
7,4,3,2.7,3.7,0.63,Outstanding contribution,0.54,2.6,0.33,0.45,2.97
9,7,0,3.7,5.0,0.61,Excellent performance and teamwork,0.56,4.2,0.41,0.73,4.05
5,1,1,4.9,4.7,0.81,Good but not consistent,0.68,3.2,0.56,0.65,3.27
6,1,2,4.9,3.2,0.74,Good but not consistent,0.48,3.4,0.76,0.73,2.92
6,0,2,4.9,2.6,0.82,Good but not consistent,0.96,4.2,0.42,0.54,2.75
15,15,0,2.8,2.4,0.73,Late submission and weak teamwork,0.47,2.7,0.61,0.73,3.45
11,8,1,2.3,2.1,0.87,Late submission and weak teamwork,0.88,2.8,0.33,0.71,2.97
7,7,0,3.6,3.8,0.87,Good but not consistent,0.88,4.1,0.62,0.45,4.24
8,3,5,4.6,4.3,1.0,Excellent performance and teamwork,0.49,3.9,0.75,0.55,3.62
19,10,6,4.8,3.7,0.62,Late submission and weak teamwork,0.94,4.4,0.56,0.73,3.68
11,4,1,2.5,4.6,0.88,Late submission and weak teamwork,0.46,2.9,0.72,0.88,2.99
5,3,1,3.5,3.1,0.91,Excellent performance and teamwork,0.49,4.9,0.9,0.91,3.66
11,0,0,4.6,3.8,0.61,Late submission and weak teamwork,0.56,4.4,0.62,0.49,2.87
12,1,6,4.1,2.0,0.69,Good but not consistent,0.46,4.0,0.69,0.98,2.49
15,5,8,2.6,4.4,0.71,Late submission and weak teamwork,0.71,2.7,0.64,0.4,2.79
7,1,3,4.0,3.7,0.61,Very committed and reliable,0.88,3.5,0.35,0.66,2.76
16,8,0,2.8,5.0,0.63,Excellent performance and teamwork,0.46,3.3,0.58,0.51,3.29
10,5,2,3.5,3.9,0.61,Needs improvement in deadlines,0.85,3.4,0.55,0.56,3.22
9,5,2,2.6,3.9,0.9,Outstanding contribution,0.8,4.6,0.95,0.95,3.5
5,2,2,2.2,3.6,0.95,Excellent performance and teamwork,0.85,3.3,0.73,0.5,2.9
13,6,6,4.3,2.1,0.61,Outstanding contribution,0.52,3.1,0.44,0.86,2.9
9,0,9,4.3,4.3,0.79,Late submission and weak teamwork,0.97,3.7,0.76,0.65,2.86
19,18,1,4.6,3.8,0.68,Outstanding contribution,0.46,3.9,0.9,0.91,4.22
16,0,12,4.8,2.0,0.88,Good but not consistent,0.4,2.9,0.82,0.82,2.38
18,9,7,2.9,3.9,0.98,Very committed and reliable,0.72,3.6,0.89,0.85,3.32
15,1,11,3.7,2.2,0.69,Outstanding contribution,0.66,3.0,0.66,0.8,2.23
13,2,8,4.9,4.6,0.95,Late submission and weak teamwork,0.62,3.2,0.41,0.77,3.25
14,12,2,4.6,2.1,0.82,Excellent performance and teamwork,0.48,4.8,0.92,0.86,4.0
8,8,0,3.2,3.0,0.69,Needs improvement in deadlines,0.93,3.6,0.44,0.99,3.81
16,13,3,2.9,5.0,0.86,Late submission and weak teamwork,0.51,3.4,0.4,0.8,3.91
20,10,8,3.2,4.3,0.74,Late submission and weak teamwork,0.65,4.5,0.41,0.91,3.52
17,11,5,3.2,3.9,0.65,Good but not consistent,0.58,2.8,0.92,0.66,3.28
19,4,15,2.2,2.3,0.83,Outstanding contribution,0.57,3.3,0.31,0.7,2.29
14,10,4,2.8,4.8,0.83,Late submission and weak teamwork,0.83,3.2,0.71,0.51,3.65
9,7,0,2.2,3.2,0.78,Needs improvement in deadlines,0.7,3.5,0.71,0.49,3.34
11,11,0,3.3,2.5,0.87,Late submission and weak teamwork,0.47,3.9,0.73,0.61,3.88
14,13,1,2.1,2.1,0.81,Very committed and reliable,0.74,2.7,0.45,0.77,3.18
6,4,2,3.8,2.3,0.96,Very committed and reliable,0.72,4.5,0.57,0.98,3.6
14,3,10,2.6,2.1,0.61,Very committed and reliable,0.48,2.6,0.47,0.45,2.09
8,2,6,4.8,3.8,0.65,Outstanding contribution,0.55,4.3,0.92,0.75,3.28
10,9,0,4.6,2.3,0.71,Very committed and reliable,0.42,3.8,0.56,0.93,3.84
18,6,1,3.2,3.7,0.7,Good but not consistent,0.97,2.9,0.74,0.9,2.81
14,1,13,4.4,4.1,0.62,Very committed and reliable,0.43,4.4,0.5,0.69,3.0
6,6,0,2.5,2.1,0.61,Outstanding contribution,0.66,2.8,0.33,0.76,3.29
20,1,19,4.2,3.0,0.86,Outstanding contribution,0.78,3.1,0.79,0.66,2.57
14,6,2,3.7,4.8,0.63,Excellent performance and teamwork,0.91,4.1,0.69,0.92,3.48
10,3,7,4.0,2.4,0.84,Very committed and reliable,0.78,4.7,0.72,0.45,3.09
14,2,9,3.0,2.1,0.76,Needs improvement in deadlines,0.65,4.9,0.69,0.96,2.59
20,18,1,2.0,3.1,0.71,Needs improvement in deadlines,0.81,3.6,0.6,0.72,3.45
19,3,11,3.8,2.6,0.8,Very committed and reliable,0.73,2.5,0.33,0.62,2.42
18,6,0,4.0,4.7,0.69,Very committed and reliable,0.61,3.3,0.84,0.87,3.25
9,7,0,2.3,2.9,0.75,Outstanding contribution,0.91,2.7,0.79,0.61,3.12
8,0,0,3.0,4.6,0.76,Needs improvement in deadlines,0.93,4.3,0.58,0.99,2.76
17,10,6,3.5,3.6,0.91,Needs improvement in deadlines,0.96,3.6,0.37,0.51,3.48
20,0,10,2.3,3.7,0.78,Excellent performance and teamwork,0.57,2.6,0.71,0.83,2.11
9,3,3,4.6,4.3,0.88,Very committed and reliable,0.55,3.5,0.69,0.61,3.42
14,9,4,4.8,4.6,0.75,Needs improvement in deadlines,0.7,3.9,0.45,0.89,4.0
19,18,0,4.7,3.7,0.83,Good but not consistent,0.98,3.1,0.77,0.94,4.14
19,18,1,2.8,3.4,0.77,Good but not consistent,0.97,3.5,0.56,0.74,3.75
5,3,1,4.7,3.7,0.96,Very committed and reliable,0.97,4.7,0.58,0.45,4.0
15,9,1,2.6,2.2,0.98,Late submission and weak teamwork,0.91,3.8,0.96,0.79,3.11
14,3,1,4.8,2.9,0.93,Late submission and weak teamwork,0.87,3.4,0.83,0.72,3.01
13,11,1,2.6,4.9,0.9,Good but not consistent,0.79,3.0,0.79,0.95,3.82
20,19,0,3.3,2.5,0.7,Late submission and weak teamwork,0.85,2.6,0.78,0.74,3.46
17,1,15,4.6,2.4,0.86,Excellent performance and teamwork,0.68,4.6,0.77,0.82,2.84
8,4,3,2.5,3.4,0.77,Needs improvement in deadlines,0.64,3.2,0.83,0.5,2.96
14,13,0,2.3,2.9,0.82,Outstanding contribution,0.47,4.5,0.51,0.86,3.74
17,1,14,3.6,4.6,0.95,Good but not consistent,0.49,3.9,0.94,0.51,2.98
15,3,0,4.5,4.1,0.76,Needs improvement in deadlines,0.74,4.2,0.97,0.9,3.24
10,3,0,4.0,2.0,0.98,Excellent performance and teamwork,0.55,4.1,0.48,0.67,2.96
20,3,13,2.7,3.9,0.94,Good but not consistent,0.71,3.4,0.3,0.49,2.69
12,8,2,2.6,2.3,0.63,Outstanding contribution,0.93,3.6,0.47,0.92,3.02
7,7,0,4.2,2.5,0.68,Excellent performance and teamwork,0.59,3.9,0.65,0.44,3.96
14,5,0,4.7,4.9,0.86,Very committed and reliable,0.63,3.3,0.46,0.72,3.55
9,6,1,3.4,2.7,0.88,Outstanding contribution,0.76,4.0,0.38,0.92,3.46
11,0,9,2.6,4.9,0.82,Late submission and weak teamwork,0.78,2.7,0.85,0.77,2.45
11,10,1,4.6,4.6,0.9,Good but not consistent,0.57,2.6,0.77,0.92,4.17
12,11,1,3.2,4.1,0.97,Needs improvement in deadlines,0.45,3.8,0.96,0.43,4.08
11,10,0,3.3,3.3,0.8,Very committed and reliable,0.94,3.1,0.37,0.46,3.7
19,7,10,4.6,2.8,0.98,Good but not consistent,0.76,3.0,0.98,0.62,3.12
12,0,7,4.2,4.4,0.82,Very committed and reliable,0.47,2.6,0.55,0.97,2.65
18,16,1,4.6,4.3,0.94,Excellent performance and teamwork,0.58,3.8,0.4,0.65,4.34
11,5,0,2.9,4.1,0.64,Late submission and weak teamwork,0.54,3.0,0.78,0.42,3.0
5,4,0,2.7,2.1,0.74,Needs improvement in deadlines,0.63,3.9,0.57,0.73,3.31
7,5,0,4.3,4.7,0.75,Outstanding contribution,0.7,4.7,0.85,0.63,4.19
9,1,0,3.8,2.2,0.78,Late submission and weak teamwork,0.45,4.8,0.48,0.75,2.72
17,2,2,3.7,2.9,0.79,Good but not consistent,0.84,3.8,0.59,0.46,2.65
6,0,1,2.4,3.5,0.82,Needs improvement in deadlines,0.75,2.5,0.39,0.98,2.09
17,11,6,3.1,2.3,0.93,Needs improvement in deadlines,0.64,2.8,0.84,0.97,3.08
6,3,2,3.0,3.9,0.88,Excellent performance and teamwork,0.77,4.1,0.78,0.86,3.39
8,2,4,4.4,3.2,0.82,Late submission and weak teamwork,0.83,3.6,0.51,0.85,3.03
13,9,4,4.6,2.9,0.88,Good but not consistent,1.0,3.2,0.42,0.6,3.62
19,15,0,3.2,2.5,0.77,Good but not consistent,0.93,3.1,0.44,0.76,3.33
8,6,1,2.9,4.8,0.97,Very committed and reliable,0.71,2.5,0.44,0.48,3.65
12,12,0,2.5,2.9,0.91,Late submission and weak teamwork,0.92,3.4,0.62,0.52,3.72
16,5,5,4.8,3.7,0.98,Good but not consistent,0.59,4.4,0.48,0.55,3.54
13,0,0,2.9,2.2,0.62,Good but not consistent,0.43,2.7,0.84,0.98,1.87
15,14,0,4.9,2.6,0.88,Very committed and reliable,0.82,3.3,0.61,0.46,4.0
11,10,1,3.8,3.2,0.77,Late submission and weak teamwork,0.86,4.3,0.76,0.5,4.01
16,16,0,4.4,2.5,0.84,Needs improvement in deadlines,0.59,2.7,0.52,0.48,3.84
18,13,1,3.3,2.2,0.72,Late submission and weak teamwork,0.67,4.4,0.45,0.88,3.42
13,8,5,4.6,4.9,0.84,Good but not consistent,0.8,2.7,0.88,0.43,3.78
16,4,7,3.1,2.3,0.68,Late submission and weak teamwork,0.5,4.8,0.77,0.91,2.75
6,6,0,5.0,2.1,0.96,Late submission and weak teamwork,0.72,3.5,0.38,0.75,4.1
10,5,2,2.8,3.9,0.61,Outstanding contribution,0.48,3.9,0.34,0.54,3.17
18,4,10,3.6,3.5,0.94,Excellent performance and teamwork,0.75,4.5,0.87,0.91,3.12
13,5,2,3.9,3.0,0.79,Outstanding contribution,0.48,3.3,0.56,0.98,3.01
12,10,0,2.2,4.9,0.96,Very committed and reliable,0.93,3.5,0.53,0.65,3.85
18,17,1,4.7,3.1,0.62,Good but not consistent,0.59,4.7,0.66,0.69,4.23
15,0,4,2.3,3.3,0.6,Needs improvement in deadlines,0.57,2.8,0.4,1.0,1.98
20,14,3,2.6,4.6,0.94,Needs improvement in deadlines,0.59,3.5,0.89,0.48,3.66
17,11,1,2.4,2.5,0.87,Very committed and reliable,0.89,3.9,0.43,0.66,3.17
16,13,3,3.4,2.5,0.96,Good but not consistent,0.78,3.1,0.37,0.95,3.5
15,1,9,5.0,2.7,0.88,Late submission and weak teamwork,0.73,4.4,0.84,0.48,2.96
5,5,0,4.6,2.3,0.84,Outstanding contribution,0.93,4.3,0.32,0.94,4.16
17,10,1,4.1,2.9,0.7,Late submission and weak teamwork,0.61,4.2,0.98,0.88,3.47
15,8,4,2.0,4.9,0.85,Outstanding contribution,0.52,5.0,0.49,0.99,3.61
6,1,5,2.1,2.7,0.69,Outstanding contribution,0.75,3.6,0.95,0.88,2.27
7,3,1,5.0,2.3,0.66,Very committed and reliable,0.84,4.5,0.32,0.91,3.33
14,2,6,3.5,4.3,0.63,Good but not consistent,0.52,4.1,0.42,0.43,2.91
15,8,4,4.1,3.7,0.87,Good but not consistent,1.0,3.4,0.68,0.76,3.48
18,15,1,5.0,3.0,0.61,Outstanding contribution,0.88,4.5,0.34,0.67,4.06
11,2,2,3.0,4.8,0.62,Needs improvement in deadlines,0.54,2.6,0.68,0.97,2.66
16,6,4,2.3,4.5,0.8,Late submission and weak teamwork,0.45,3.7,0.44,0.87,3.06
16,6,1,2.9,3.0,0.98,Late submission and weak teamwork,0.49,3.2,0.76,0.79,2.87
18,12,5,4.2,4.5,0.94,Needs improvement in deadlines,0.61,4.7,0.73,0.58,4.15
16,0,6,4.8,2.4,0.96,Good but not consistent,0.98,3.3,0.63,0.67,2.58
10,5,5,2.8,5.0,0.97,Late submission and weak teamwork,0.85,3.3,0.6,0.68,3.46
9,3,1,4.6,2.5,0.98,Excellent performance and teamwork,0.41,2.7,0.31,0.89,2.95
13,7,5,4.9,2.9,0.9,Outstanding contribution,0.66,3.1,0.82,0.69,3.44
17,16,1,4.5,2.4,0.67,Needs improvement in deadlines,0.73,2.8,0.77,0.9,3.69
11,9,0,2.2,3.1,0.78,Very committed and reliable,0.92,3.1,0.82,0.7,3.3
11,10,1,2.5,2.3,0.67,Outstanding contribution,0.97,4.1,0.98,1.0,3.48
17,16,1,4.6,3.1,0.83,Outstanding contribution,0.47,2.6,0.5,0.97,3.89
16,0,1,4.9,3.8,0.96,Good but not consistent,0.41,3.2,0.38,0.65,2.86
15,6,7,2.1,5.0,0.66,Very committed and reliable,0.92,4.7,0.42,0.48,3.29
16,13,0,2.1,3.1,0.75,Needs improvement in deadlines,0.75,4.7,0.32,0.8,3.57
12,10,0,4.1,3.6,0.87,Good but not consistent,0.49,4.7,0.37,0.79,4.17
9,6,1,3.4,2.3,0.63,Very committed and reliable,0.64,3.3,0.76,0.65,3.11
7,1,3,3.4,3.4,0.73,Very committed and reliable,0.62,4.6,0.94,0.92,2.86
7,4,2,3.8,2.3,1.0,Needs improvement in deadlines,0.63,4.9,0.51,0.52,3.56
10,8,0,4.9,4.0,0.86,Outstanding contribution,0.86,3.0,0.85,1.0,4.01
10,4,3,3.3,2.6,0.99,Late submission and weak teamwork,0.77,3.2,0.42,0.62,2.92
10,6,4,3.7,4.6,0.7,Very committed and reliable,0.91,3.1,0.55,0.45,3.53
6,5,0,2.1,2.6,0.66,Late submission and weak teamwork,0.46,4.0,0.43,0.78,3.32
16,9,0,4.1,4.5,0.91,Excellent performance and teamwork,0.45,2.7,0.7,0.5,3.56
14,9,2,3.0,4.4,0.78,Late submission and weak teamwork,0.55,3.5,0.44,0.72,3.53
20,3,6,3.8,3.1,0.95,Outstanding contribution,1.0,3.7,0.76,0.72,2.82
18,2,12,2.1,2.9,0.85,Excellent performance and teamwork,0.86,4.3,0.78,0.97,2.45
10,9,1,2.5,4.5,0.6,Late submission and weak teamwork,0.59,3.5,0.83,0.61,3.75
20,9,5,3.0,4.9,0.73,Excellent performance and teamwork,0.89,3.7,0.94,0.66,3.36
11,9,0,2.2,2.1,0.93,Outstanding contribution,0.62,5.0,0.35,0.5,3.55
13,1,2,3.1,4.6,0.65,Late submission and weak teamwork,0.87,4.8,0.38,0.78,2.94
20,14,6,2.5,3.0,1.0,Very committed and reliable,0.68,2.9,0.65,0.87,3.23
10,4,2,3.0,2.9,0.91,Needs improvement in deadlines,0.54,4.1,0.84,0.81,3.06
9,3,1,4.6,4.6,0.79,Good but not consistent,0.7,3.4,0.81,0.9,3.42
12,9,1,3.7,4.9,0.81,Excellent performance and teamwork,0.73,4.9,0.62,0.53,4.23
12,11,1,2.0,3.7,0.7,Good but not consistent,0.49,2.8,0.49,0.65,3.43
6,4,2,3.8,2.2,0.62,Needs improvement in deadlines,0.56,4.3,0.4,0.87,3.37
20,17,1,3.5,3.0,0.62,Excellent performance and teamwork,0.48,3.2,0.32,0.85,3.53
19,9,0,3.1,2.0,0.66,Good but not consistent,0.85,3.0,0.55,0.79,2.66
8,2,3,3.3,2.0,0.92,Outstanding contribution,0.66,3.9,0.82,0.5,2.67
18,0,6,3.8,3.2,0.76,Needs improvement in deadlines,0.61,3.5,0.52,0.47,2.48
17,5,4,2.2,2.0,0.7,Very committed and reliable,0.9,2.7,0.44,0.86,2.17
18,14,0,2.3,3.2,0.97,Outstanding contribution,0.55,3.9,0.36,0.47,3.53
12,0,11,2.4,3.5,0.61,Late submission and weak teamwork,0.99,4.9,0.98,0.5,2.47
5,5,0,4.6,2.6,0.96,Good but not consistent,0.85,3.8,0.6,0.61,4.18
15,7,7,4.7,2.2,0.68,Very committed and reliable,0.51,4.3,0.69,0.59,3.28
10,0,0,2.5,4.9,0.97,Good but not consistent,0.88,3.1,0.61,0.77,2.58
14,12,1,3.7,4.7,0.79,Very committed and reliable,0.67,3.2,0.61,0.88,4.0
14,10,4,4.7,4.7,0.66,Outstanding contribution,1.0,3.6,0.9,0.75,4.0
10,7,3,3.8,3.3,0.9,Very committed and reliable,0.79,2.8,0.78,0.72,3.48
6,3,1,2.3,4.8,0.68,Good but not consistent,1.0,3.7,0.47,1.0,3.25
20,0,1,4.2,2.1,0.78,Excellent performance and teamwork,0.77,3.2,0.99,0.55,2.29
15,9,2,3.8,2.7,0.76,Good but not consistent,0.69,4.4,0.48,0.54,3.46
8,0,2,2.0,2.7,0.84,Needs improvement in deadlines,0.7,3.1,0.32,0.83,1.98
17,0,17,4.2,3.5,0.76,Excellent performance and teamwork,0.62,2.8,0.76,0.77,2.48
6,4,2,2.0,3.7,0.97,Good but not consistent,0.79,3.2,0.45,0.62,3.27
8,3,3,2.8,2.5,0.65,Late submission and weak teamwork,0.95,3.5,0.86,0.45,2.65
16,4,4,4.6,4.5,0.76,Very committed and reliable,0.95,2.8,0.98,0.52,3.13
7,2,3,4.6,2.9,0.7,Outstanding contribution,0.79,4.3,0.86,0.51,3.14
14,13,1,3.4,2.4,0.76,Needs improvement in deadlines,0.97,3.2,0.45,0.95,3.57
7,3,4,2.7,2.8,0.94,Outstanding contribution,0.47,3.3,0.89,0.49,2.87
5,2,2,2.8,2.6,0.87,Late submission and weak teamwork,0.74,2.7,0.43,0.7,2.66
7,5,0,4.3,4.5,0.76,Excellent performance and teamwork,0.63,3.7,0.64,0.4,3.95
12,7,3,4.4,4.6,0.96,Outstanding contribution,0.93,4.6,0.84,0.43,4.08
8,2,0,4.1,4.2,0.65,Outstanding contribution,0.95,4.4,0.56,0.93,3.24
9,9,0,2.0,3.1,0.69,Very committed and reliable,0.48,3.4,0.73,0.79,3.55
9,4,2,4.2,4.9,0.81,Excellent performance and teamwork,0.76,2.7,0.42,0.67,3.43
20,10,4,4.3,3.9,0.94,Outstanding contribution,0.64,2.7,0.75,0.89,3.4
14,9,1,3.3,2.6,0.95,Late submission and weak teamwork,0.86,3.0,0.84,0.68,3.22
11,8,0,3.4,2.1,0.64,Good but not consistent,0.7,5.0,0.58,0.88,3.51
17,0,14,3.0,4.6,0.71,Needs improvement in deadlines,0.41,3.0,0.54,0.7,2.48
8,4,2,2.6,4.5,0.82,Late submission and weak teamwork,0.49,3.6,0.88,0.47,3.3
14,11,2,3.9,2.7,1.0,Late submission and weak teamwork,0.72,3.9,0.59,0.95,3.78
